id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 بعد تطبيع الامارات مع الكيان الغاصب كانت رده الفعل الصادقه و في الجزاءر فلسطين هي قضينا هذا صوت اضافه لموقفها من التي لم تدين المطبعين لم نسمع ولم نر مثل هذه المواقف من المطبعه لا بل المتعاونه مع اسراءيل منذ نشاتها,News,Racial,no,no
 منظمه العفو الدوليه تند باعدام المجرمين في تونس و ترحب باعدام الاسلامين في مصر يلعن ابو الي يصدقكم,News,Racial,yes,yes
 مش غلط نضوي علي غباء وباء اهل السلطه دوله بتسوي صرمايه,Celebrities,Intelligence,yes,yes
 اله يرحمه ويطول عمر خلفه و بخير طالما ان حكامها الصباح وشعبهم معهم وانت عزيز علينا فالسعوديه بل والخليج العربي انت عربي صادق ثابت المواقف واضح المبادء لم ترضخ لمن اراد تشويه السعوديه ظلما وزورا نحبك ونقدرك ونجلك,News,Racial,no,no
 رسميا هول الهاشتاغات ليوم تعوا لنفضها سيري انت وهو كلكن اعور من بعض كل واحد يروح يغطي عوراته وكل واحد حسب نسبته لان كل واحد عنده عوره بمحل وتعو هوجوا علي بعض,Celebrities,Appearance,yes,yes
 ماضيعنا الا العبارات الغبيه ذي كل شي خيانه اسراءيل تاست بعدنا والحين تصنع اسلحه وتقنيات حنا ماوصلنا لها,News,Intelligence,yes,no
 البطاله ترتفع في عند ادني مستوي لها علي الاطلاق احتياطي النقد الاجنبي عند ادني مستوي له منذ سنه,News,Racial,no,no
 يلعن شرفه الكاتم ليش مايضبط,Gaming,Racial,yes,no
 التطبيع مع الكيان الصهيوني عار علي من يطبع وهذا التطبيع لا يعني ان الشعوب العربيه تود التطبيع بل كل الشعوب العربيه ترفض هذا الانصياع,News,Racial,yes,no
 قصف اذربيجاني مكثف يدمر راجمه صواريخ ارمينيه ويقتل عسكرين بينهم ضابط برتبه عقيد,News,Racial,no,no
 هل تغير التوازنات في الخليج بعد رحيل امير 🇰 🇼 نقاش اليوم في نقطه حوار مع محمد عبدالحميد علي شاشه وراديو بي بي سي عربي الساعه,News,Racial,no,no
 الرءيس التركي رجب طيب يبحث هاتفيا مع رءيس المجلس الاوروبي قضايا اقليميه وفي مقدمتها التطورات شرقي المتوسط,News,Racial,no,no
 السيد لماكرون نحن لا نمارس التخويف لكن دول عربيه تحميها وصديقه لك لا يتجرا احد فيها ان يكتب تغريده,News,Racial,no,no
 عن عبداله بن عمرو ان رسول اله ﷺ قال الدنيا متاع وخير متاع الدنيا المراه الصالحه 📚 مسلم,Sports,Racial,no,no
 المطلوب حرق بيروت وعدم قدره لبنان علي الاستيراد والتصدير الا برقابه دوله وصايه فهياهات والف هيهات ان نرضخ او نكسر,News,Racial,no,no
 هذا الي ناقصنا نجيب عمال من دول متخلفه و تحكمها احزاب ارهابيه و البنانين الي موظفين بالسعوديه الدور عليهم يرجعو لديرتهم ان شاء اله,Celebrities,Intelligence,yes,yes
 هذا الاحمق الجبان مسموح له اثاره النعرات الطاءفيه في والتهديد والوعيد والتطاول علي الاحرار والشرفاء,News,Intelligence,yes,yes
 التاجر في ريزدنت ايفل دب 😭 😭,Gaming,Appearance,yes,yes
 بعد فشل جمعه الغضب و محمد علي اما انهيار مصر او اغتيال السيسي,News,Racial,no,no
 هول بلطجيه سعد الحق مش عليهم الحق علي المتمسكين باجرين سعد ليرجع رءيس حكومه وهوي عم يشحطهم وهني بعدهم متشبثين بكعب الصباط هول الفاسدين هني السب ليرجعوا شخص فاشل وفاسد متلهم رءيس احباب ما فيهم عالفراق 💔 الثوره فكر والفكر ينمو ولا يموت ✌ ️ م ع,Celebrities,Intelligence,yes,yes
 ياريت ما تكون حمار وتاكد ان التوزيع العادل لثروه المقصود منه هم وليس انت ايها المواطن سراقات حكومه الثني فقط في عشر ايام بقلم احد الداعمين لهم,News,Intelligence,yes,yes
 عاماعلي استشهادالطفل محمدالدره برصاص اليهود سنه توجها المطبعون بالتنازل لاسراءيل علي حساب تضحيات اطفال فلسطين عاماكانهالان مشهد لايمحي من ذاكره الانسانيه فنحن نعيش في زمن الوحشيه زمن انعدام الضماءر بتبريرات ساقطه تلاءم مع سقوطهم المريع,News,Racial,yes,no
 افهمو ي بهايم والهي هتيجو تندمو ف الاخر لما تلاقو الصهاينه قاعدين معانا ف بلادنا,News,Intelligence,yes,yes
 افعاله رفع سيف الحزم في وجه دعاه التطرف وداعمي الارهاب من اسلامين سياسين سنه وشيعه,News,Racial,no,no
 🇮 🇶 انت كبير بفنك وانسانيتك قريب علي الشعوب رغما عن انف ساستها واذنابهم,Celebrities,Appearance,no,no
 كل جسد ينزف ل يموت الا فلسطين ف هي تنزف ل تعيش,News,Racial,no,no
 حاسه حالي صرت جسد بلا روح 🚶 ‍ ♀ ️ 🕳 ️,News,Sexual,no,no
 وقع انفجار في عين قانا منذ اسبوع هل سمح لاعلامين دخول البلده لاطلاع علي ما جري وتغطيه الحادثه او لماذا لم تنظم جوله علي غرار جوله الجناح المهزله,News,Appearance,no,no
 الهم ان استاذنا و حبيبنا ابا عبد اله الدكتور قد مسه الضر و انت ارحم الراحمين الهم اشفه شفاء لا يغادر سقما,News,Racial,no,no
 صحيفه الوءام رءاسه امن الدوله الاطاحه بالخليه الارهابيه انجاز لملكه وكل نجاح سعودي هو فشل لايران عبر تطبيق نبض,News,Intelligence,no,no
 مشروع حسن نصراله في هو مشروع دوله تكون جزء من الدوله الاسلاميه الكبري التي يحكمها صاحب الزمان وناءبه بالباطل الهالك الخميني امثل هذا يحق له الحديث عن بانها ولايه تابعه لسعوديه رويدا رويدا يتبين لنا سب نباح كلاب ايران,News,Appearance,yes,yes
 هل المراجعه التي يقصدها المتحدث باسم مدبولي الطرطور علي اساس ان القرارات تخرج من مجلس الوزراء واله كذاب لان واخدها دب وقرد ومدبولي طرطور يت ابني,News,Appearance,yes,yes
 وحريم السلطان مدعين الشرف كل واحد حاط صوره اردو صوره رمزيه اردو يا امعه يا حثاله,News,Appearance,yes,yes
 عيال الخنازير وكل الصهاينه العرب خذلكم اله يا ملاعين والكره عليكم ان شاء اله,News,Appearance,yes,yes
 احد نجوم مسلسلي مرايا و بقعه ضوء توفاه اله وفاه الفنان السوداني ياسر عبد الطيف وهو خريج المعهد العالي لفنون المسرحيه في دمشق شارك في عد كبير من المسلسلات السوريه استقر في سوريا منذ عام,News,Racial,no,no
 ⭕ التحالف الدولي يعلن عن سقوط صواريخ قرب مقره في اربيل ⭕ القوات الامريكيه تطلب طيران تعزيزات من قاعده عين الاسد الي اربيل,News,Appearance,no,no
 حسبنا اله ونعم الوكيل في كل شخص مستهتر حاله و وفيات 😔 💔,News,Intelligence,no,no
 قوات واذربيجان تنشر مدفعيه في الاشتباكات حول وارمينيا تقول قوات قصفت وحده عسكريه ارمينيه بعيده عن الاقليم المتنازع عليه ورءيس يقول مدنين قتلوا بعد قصف ارميني,News,Racial,no,no
 يعني هلء بطل عميل وصهيو امركاني وضد النظام السوري ه واله انه السياسه بلبنان سمك لبن تمر هندي,Celebrities,Racial,no,no
 عرض جديد مترجم بالغه العربيه لعبه قادمه تاريخ نوفمبر علي اجهزه و و و وفي نوفمبر علي جهاز مع قواءم ونصوص عربيه اذا اشتريت نسخه الجيل الحالي تجيك مجانا علي الجيل الجديد,Gaming,Racial,no,no
 يلتقي الرءيس 🇺 🇸 دونالد والمرشح الديمقراطي جو وجها لوجه في اول مناظره من ثلاث مناظرات مقره قبل الانتخابات الامريكيه في نوفمبر القادم المواجه ستكون لمده دقيقه وتبدا في الساعه من فجر الاربعاء بتوقيت باذن اله,News,Racial,no,no
